id,Category,Sub_Category,title/entity_name,questions,answers,additional_info/tags
3883,Campus Facilities,Conversation - Library,Library,How is the library at Arya College?,"Library occupies a place of pride at Arya College and is an essential component of the institutes outstanding research and education mission. Recognizing the role of library and information services in meeting the requirements of the institutes academic, research and training programmers. It is a most lively place on the campus providing a safe, comfortable and friendly environment that enables learning and advancement of knowledge, and promotes discovery and scholarship. With a sitting capacity of over 250 students, the library has a ready stock of books, journals, magazines and newsletter from all over the world, replete with all kinds of support activities, like photocopying, audio-visual rooms, electronic media section, book bank and linkage with various reputed libraries in India. The library has over 50,000 books in stock. The mission of the Library is to facilitate creation of new knowledge through acquirement, association and spreading of knowledge resources and providing for value added services. The centrally located Library, stocking a rich collection of learning resources in the discipline of technical education & management, is built on most modern lines, equipped with latest designed furniture & fittings and is managed by a highly dedicated team of professionals. The library caters to the information needs of its highly demanding patrons, by offering a wide range of Information Technology (IT) based (and value added) services and products.","library, description, arya, college?"
3884,Campus Facilities,Conversation - Library,Library,What are the library facilities like?,"Library occupies a place of pride at Arya College and is an essential component of the institutes outstanding research and education mission. Recognizing the role of library and information services in meeting the requirements of the institutes academic, research and training programmers. It is a most lively place on the campus providing a safe, comfortable and friendly environment that enables learning and advancement of knowledge, and promotes discovery and scholarship. With a sitting capacity of over 250 students, the library has a ready stock of books, journals, magazines and newsletter from all over the world, replete with all kinds of support activities, like photocopying, audio-visual rooms, electronic media section, book bank and linkage with various reputed libraries in India. The library has over 50,000 books in stock. The mission of the Library is to facilitate creation of new knowledge through acquirement, association and spreading of knowledge resources and providing for value added services. The centrally located Library, stocking a rich collection of learning resources in the discipline of technical education & management, is built on most modern lines, equipped with latest designed furniture & fittings and is managed by a highly dedicated team of professionals. The library caters to the information needs of its highly demanding patrons, by offering a wide range of Information Technology (IT) based (and value added) services and products.","library, description, what, facilities"
3885,Campus Facilities,Conversation - Library,Library,What features does the library have?,"The library at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","library, features, what, does"
3886,Campus Facilities,Conversation - Library,Library,What facilities are available in the library?,"The library at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","library, features, what, facilities, available"
3887,Campus Facilities,Conversation - Library,Library,List the amenities in the library.,"The library at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","library, features, list, amenities, library."
3888,Campus Facilities,Conversation - Library,Library,What can students find in the library?,"The library at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","library, features, what, students, find"
3889,Campus Facilities,Conversation - Library,Library,What services are provided in the library?,"The library at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","library, features, what, services, provided"
3890,Campus Facilities,Conversation - Library,Library,Is the library good at Arya College?,"The library at Arya College is well-equipped and modern. Library occupies a place of pride at Arya College and is an essential component of the institutes outstanding research and education mission. Recognizing the role of library and information services in meeting the requirements of the institutes academic, research and training programmers. It is a mo...","library, general, good, arya"
3891,Campus Facilities,Conversation - Library,Library,Should I know about the library before joining?,"The library at Arya College is well-equipped and modern. Library occupies a place of pride at Arya College and is an essential component of the institutes outstanding research and education mission. Recognizing the role of library and information services in meeting the requirements of the institutes academic, research and training programmers. It is a mo...","library, general, should, know, about"
3892,Campus Facilities,Conversation - Library,Library,What makes the library special at Arya College?,"The library at Arya College is well-equipped and modern. Library occupies a place of pride at Arya College and is an essential component of the institutes outstanding research and education mission. Recognizing the role of library and information services in meeting the requirements of the institutes academic, research and training programmers. It is a mo...","library, general, what, makes"
3893,Campus Facilities,Conversation - Library,Library,How does the library support students?,"The library at Arya College is well-equipped and modern. Library occupies a place of pride at Arya College and is an essential component of the institutes outstanding research and education mission. Recognizing the role of library and information services in meeting the requirements of the institutes academic, research and training programmers. It is a mo...","library, general, does, support"
3894,Campus Facilities,Conversation - Library,Library,Why is the library important at Arya College?,"The library at Arya College is well-equipped and modern. Library occupies a place of pride at Arya College and is an essential component of the institutes outstanding research and education mission. Recognizing the role of library and information services in meeting the requirements of the institutes academic, research and training programmers. It is a mo...","library, general, important, arya"
3895,Campus Facilities,Conversation - Transportation,Transportation,Tell me about the transportation at Arya College.,"Arya College, Kukas, Jaipur provides a dedicated fleet ofair-conditioned busesandcabsto ensure safe, comfortable, and hassle-free transportation for both students and faculty members. This well-managed transport system covers various parts of Jaipur city and its surrounding areas, making daily commutes convenient and timely. The availability of these services reduces the stress of travel and allows students to focus more on their academic pursuits without worrying about daily transit. Students who wish to use the college transport facility are required to inform the Transport Officer at the time of admission. This early registration ensures proper route planning and seat allocation, contributing to a smooth and organized experience for all commuters. The transport vehicles are maintained to high safety standards and operate punctually, reflecting the colleges commitment to the overall well-being and discipline of its academic environment. The transportation service is structured to cater to the needs of students coming from different localities, ensuring accessibility for all. Whether residing in the heart of Jaipur or nearby towns, students can rely on the colleges efficient commute system. This initiative not only saves valuable time but also enhances the overall educational journey by providing a secure and stress-free travel solution.","transportation, description, tell, about"
3896,Campus Facilities,Conversation - Transportation,Transportation,What can you tell me about transportation facilities?,"Arya College, Kukas, Jaipur provides a dedicated fleet ofair-conditioned busesandcabsto ensure safe, comfortable, and hassle-free transportation for both students and faculty members. This well-managed transport system covers various parts of Jaipur city and its surrounding areas, making daily commutes convenient and timely. The availability of these services reduces the stress of travel and allows students to focus more on their academic pursuits without worrying about daily transit. Students who wish to use the college transport facility are required to inform the Transport Officer at the time of admission. This early registration ensures proper route planning and seat allocation, contributing to a smooth and organized experience for all commuters. The transport vehicles are maintained to high safety standards and operate punctually, reflecting the colleges commitment to the overall well-being and discipline of its academic environment. The transportation service is structured to cater to the needs of students coming from different localities, ensuring accessibility for all. Whether residing in the heart of Jaipur or nearby towns, students can rely on the colleges efficient commute system. This initiative not only saves valuable time but also enhances the overall educational journey by providing a secure and stress-free travel solution.","transportation, description, what, tell, about"
3897,Campus Facilities,Conversation - Transportation,Transportation,Describe the transportation infrastructure at Arya College.,"Arya College, Kukas, Jaipur provides a dedicated fleet ofair-conditioned busesandcabsto ensure safe, comfortable, and hassle-free transportation for both students and faculty members. This well-managed transport system covers various parts of Jaipur city and its surrounding areas, making daily commutes convenient and timely. The availability of these services reduces the stress of travel and allows students to focus more on their academic pursuits without worrying about daily transit. Students who wish to use the college transport facility are required to inform the Transport Officer at the time of admission. This early registration ensures proper route planning and seat allocation, contributing to a smooth and organized experience for all commuters. The transport vehicles are maintained to high safety standards and operate punctually, reflecting the colleges commitment to the overall well-being and discipline of its academic environment. The transportation service is structured to cater to the needs of students coming from different localities, ensuring accessibility for all. Whether residing in the heart of Jaipur or nearby towns, students can rely on the colleges efficient commute system. This initiative not only saves valuable time but also enhances the overall educational journey by providing a secure and stress-free travel solution.","transportation, description, describe, infrastructure"
3898,Campus Facilities,Conversation - Transportation,Transportation,How is the transportation at Arya College?,"Arya College, Kukas, Jaipur provides a dedicated fleet ofair-conditioned busesandcabsto ensure safe, comfortable, and hassle-free transportation for both students and faculty members. This well-managed transport system covers various parts of Jaipur city and its surrounding areas, making daily commutes convenient and timely. The availability of these services reduces the stress of travel and allows students to focus more on their academic pursuits without worrying about daily transit. Students who wish to use the college transport facility are required to inform the Transport Officer at the time of admission. This early registration ensures proper route planning and seat allocation, contributing to a smooth and organized experience for all commuters. The transport vehicles are maintained to high safety standards and operate punctually, reflecting the colleges commitment to the overall well-being and discipline of its academic environment. The transportation service is structured to cater to the needs of students coming from different localities, ensuring accessibility for all. Whether residing in the heart of Jaipur or nearby towns, students can rely on the colleges efficient commute system. This initiative not only saves valuable time but also enhances the overall educational journey by providing a secure and stress-free travel solution.","transportation, description, arya, college?"
3899,Campus Facilities,Conversation - Transportation,Transportation,What are the transportation facilities like?,"Arya College, Kukas, Jaipur provides a dedicated fleet ofair-conditioned busesandcabsto ensure safe, comfortable, and hassle-free transportation for both students and faculty members. This well-managed transport system covers various parts of Jaipur city and its surrounding areas, making daily commutes convenient and timely. The availability of these services reduces the stress of travel and allows students to focus more on their academic pursuits without worrying about daily transit. Students who wish to use the college transport facility are required to inform the Transport Officer at the time of admission. This early registration ensures proper route planning and seat allocation, contributing to a smooth and organized experience for all commuters. The transport vehicles are maintained to high safety standards and operate punctually, reflecting the colleges commitment to the overall well-being and discipline of its academic environment. The transportation service is structured to cater to the needs of students coming from different localities, ensuring accessibility for all. Whether residing in the heart of Jaipur or nearby towns, students can rely on the colleges efficient commute system. This initiative not only saves valuable time but also enhances the overall educational journey by providing a secure and stress-free travel solution.","transportation, description, what, facilities"
3900,Campus Facilities,Conversation - Transportation,Transportation,What features does the transportation have?,"The transportation at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","transportation, features, what, does"
3901,Campus Facilities,Conversation - Transportation,Transportation,What facilities are available in the transportation?,"The transportation at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","transportation, features, what, facilities, available"
3902,Campus Facilities,Conversation - Transportation,Transportation,List the amenities in the transportation.,"The transportation at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","transportation, features, list, amenities, transportation."
3903,Campus Facilities,Conversation - Transportation,Transportation,What can students find in the transportation?,"The transportation at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","transportation, features, what, students, find"
3904,Campus Facilities,Conversation - Transportation,Transportation,What services are provided in the transportation?,"The transportation at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","transportation, features, what, services, provided"
3905,Campus Facilities,Conversation - Transportation,Transportation,Is the transportation good at Arya College?,"The transportation at Arya College is well-equipped and modern. Arya College, Kukas, Jaipur provides a dedicated fleet ofair-conditioned busesandcabsto ensure safe, comfortable, and hassle-free transportation for both students and faculty members. This well-managed transport system covers various parts of Jaipur city and its surrounding areas, making daily commu...","transportation, general, good, arya"
3906,Campus Facilities,Conversation - Transportation,Transportation,Should I know about the transportation before joining?,"The transportation at Arya College is well-equipped and modern. Arya College, Kukas, Jaipur provides a dedicated fleet ofair-conditioned busesandcabsto ensure safe, comfortable, and hassle-free transportation for both students and faculty members. This well-managed transport system covers various parts of Jaipur city and its surrounding areas, making daily commu...","transportation, general, should, know, about"
3907,Campus Facilities,Conversation - Transportation,Transportation,What makes the transportation special at Arya College?,"The transportation at Arya College is well-equipped and modern. Arya College, Kukas, Jaipur provides a dedicated fleet ofair-conditioned busesandcabsto ensure safe, comfortable, and hassle-free transportation for both students and faculty members. This well-managed transport system covers various parts of Jaipur city and its surrounding areas, making daily commu...","transportation, general, what, makes"
3908,Campus Facilities,Conversation - Transportation,Transportation,How does the transportation support students?,"The transportation at Arya College is well-equipped and modern. Arya College, Kukas, Jaipur provides a dedicated fleet ofair-conditioned busesandcabsto ensure safe, comfortable, and hassle-free transportation for both students and faculty members. This well-managed transport system covers various parts of Jaipur city and its surrounding areas, making daily commu...","transportation, general, does, support"
3909,Campus Facilities,Conversation - Transportation,Transportation,Why is the transportation important at Arya College?,"The transportation at Arya College is well-equipped and modern. Arya College, Kukas, Jaipur provides a dedicated fleet ofair-conditioned busesandcabsto ensure safe, comfortable, and hassle-free transportation for both students and faculty members. This well-managed transport system covers various parts of Jaipur city and its surrounding areas, making daily commu...","transportation, general, important, arya"
3910,Campus Facilities,Conversation - Sports,Sports,Tell me about the sports at Arya College.,"The college offers enriched sports facilities, providing opportunities for both indoor and outdoor games. These amenities create an engaging environment, allowing students to spend quality time on campus while promoting physical fitness and teamwork. Arya College has good sports facilities. The students are so busy compiling their projects and assessments, so they need time to restrain and boost their power. Since there is a fuss in the academics and it is hard for each student to excel in studies so, it is an advantage to be a part of a Sports facility. Arya College Jaipur also believes in the fact that Sports facilities are an important part of college life. The students of Arya College enjoy a huge variety of Sports at the college campus. Sports facilities provided at the campus areLawn Tennis, Table Tennis, Carom, Billiards Table, Cricket, Football, Badminton, Basketball, Volleyballand more. The sports always attract students and it will lead to a healthier environment. The sports facility in a common area in the college campus will force the students to be more active.","sports, description, tell, about"
3911,Campus Facilities,Conversation - Sports,Sports,What can you tell me about sports facilities?,"The college offers enriched sports facilities, providing opportunities for both indoor and outdoor games. These amenities create an engaging environment, allowing students to spend quality time on campus while promoting physical fitness and teamwork. Arya College has good sports facilities. The students are so busy compiling their projects and assessments, so they need time to restrain and boost their power. Since there is a fuss in the academics and it is hard for each student to excel in studies so, it is an advantage to be a part of a Sports facility. Arya College Jaipur also believes in the fact that Sports facilities are an important part of college life. The students of Arya College enjoy a huge variety of Sports at the college campus. Sports facilities provided at the campus areLawn Tennis, Table Tennis, Carom, Billiards Table, Cricket, Football, Badminton, Basketball, Volleyballand more. The sports always attract students and it will lead to a healthier environment. The sports facility in a common area in the college campus will force the students to be more active.","sports, description, what, tell, about"
3912,Campus Facilities,Conversation - Sports,Sports,Describe the sports infrastructure at Arya College.,"The college offers enriched sports facilities, providing opportunities for both indoor and outdoor games. These amenities create an engaging environment, allowing students to spend quality time on campus while promoting physical fitness and teamwork. Arya College has good sports facilities. The students are so busy compiling their projects and assessments, so they need time to restrain and boost their power. Since there is a fuss in the academics and it is hard for each student to excel in studies so, it is an advantage to be a part of a Sports facility. Arya College Jaipur also believes in the fact that Sports facilities are an important part of college life. The students of Arya College enjoy a huge variety of Sports at the college campus. Sports facilities provided at the campus areLawn Tennis, Table Tennis, Carom, Billiards Table, Cricket, Football, Badminton, Basketball, Volleyballand more. The sports always attract students and it will lead to a healthier environment. The sports facility in a common area in the college campus will force the students to be more active.","sports, description, describe, infrastructure"
3913,Campus Facilities,Conversation - Sports,Sports,How is the sports at Arya College?,"The college offers enriched sports facilities, providing opportunities for both indoor and outdoor games. These amenities create an engaging environment, allowing students to spend quality time on campus while promoting physical fitness and teamwork. Arya College has good sports facilities. The students are so busy compiling their projects and assessments, so they need time to restrain and boost their power. Since there is a fuss in the academics and it is hard for each student to excel in studies so, it is an advantage to be a part of a Sports facility. Arya College Jaipur also believes in the fact that Sports facilities are an important part of college life. The students of Arya College enjoy a huge variety of Sports at the college campus. Sports facilities provided at the campus areLawn Tennis, Table Tennis, Carom, Billiards Table, Cricket, Football, Badminton, Basketball, Volleyballand more. The sports always attract students and it will lead to a healthier environment. The sports facility in a common area in the college campus will force the students to be more active.","sports, description, arya, college?"
3914,Campus Facilities,Conversation - Sports,Sports,What are the sports facilities like?,"The college offers enriched sports facilities, providing opportunities for both indoor and outdoor games. These amenities create an engaging environment, allowing students to spend quality time on campus while promoting physical fitness and teamwork. Arya College has good sports facilities. The students are so busy compiling their projects and assessments, so they need time to restrain and boost their power. Since there is a fuss in the academics and it is hard for each student to excel in studies so, it is an advantage to be a part of a Sports facility. Arya College Jaipur also believes in the fact that Sports facilities are an important part of college life. The students of Arya College enjoy a huge variety of Sports at the college campus. Sports facilities provided at the campus areLawn Tennis, Table Tennis, Carom, Billiards Table, Cricket, Football, Badminton, Basketball, Volleyballand more. The sports always attract students and it will lead to a healthier environment. The sports facility in a common area in the college campus will force the students to be more active.","sports, description, what, facilities"
3915,Campus Facilities,Conversation - Sports,Sports,What features does the sports have?,"The sports at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","sports, features, what, does"
3916,Campus Facilities,Conversation - Sports,Sports,What facilities are available in the sports?,"The sports at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","sports, features, what, facilities, available"
3917,Campus Facilities,Conversation - Sports,Sports,List the amenities in the sports.,"The sports at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","sports, features, list, amenities, sports."
3918,Campus Facilities,Conversation - Sports,Sports,What can students find in the sports?,"The sports at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","sports, features, what, students, find"
3919,Campus Facilities,Conversation - Sports,Sports,What services are provided in the sports?,"The sports at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","sports, features, what, services, provided"
3920,Campus Facilities,Conversation - Sports,Sports,Is the sports good at Arya College?,"The sports at Arya College is well-equipped and modern. The college offers enriched sports facilities, providing opportunities for both indoor and outdoor games. These amenities create an engaging environment, allowing students to spend quality time on campus while promoting physical fitness and teamwork. Arya College has good sports facilities. The stud...","sports, general, good, arya"
3921,Campus Facilities,Conversation - Sports,Sports,Should I know about the sports before joining?,"The sports at Arya College is well-equipped and modern. The college offers enriched sports facilities, providing opportunities for both indoor and outdoor games. These amenities create an engaging environment, allowing students to spend quality time on campus while promoting physical fitness and teamwork. Arya College has good sports facilities. The stud...","sports, general, should, know, about"
3922,Campus Facilities,Conversation - Sports,Sports,What makes the sports special at Arya College?,"The sports at Arya College is well-equipped and modern. The college offers enriched sports facilities, providing opportunities for both indoor and outdoor games. These amenities create an engaging environment, allowing students to spend quality time on campus while promoting physical fitness and teamwork. Arya College has good sports facilities. The stud...","sports, general, what, makes"
3923,Campus Facilities,Conversation - Sports,Sports,How does the sports support students?,"The sports at Arya College is well-equipped and modern. The college offers enriched sports facilities, providing opportunities for both indoor and outdoor games. These amenities create an engaging environment, allowing students to spend quality time on campus while promoting physical fitness and teamwork. Arya College has good sports facilities. The stud...","sports, general, does, support"
3924,Campus Facilities,Conversation - Sports,Sports,Why is the sports important at Arya College?,"The sports at Arya College is well-equipped and modern. The college offers enriched sports facilities, providing opportunities for both indoor and outdoor games. These amenities create an engaging environment, allowing students to spend quality time on campus while promoting physical fitness and teamwork. Arya College has good sports facilities. The stud...","sports, general, important, arya"
3925,Campus Facilities,Conversation - Cafeteria,Cafeteria,Tell me about the cafeteria at Arya College.,"The institute boasts a spacious and well-maintained mess that serves healthy and nutritious meals to students. Ensuring the highest standards of hygiene and food quality, the college takes special care in preparing meals that cater to the dietary needs of its students. The mess offers a variety of vegetarian dishes, including both regular meals and evening snacks. With a focus on cleanliness, quality, and balanced nutrition, the mess provides a comfortable and safe dining experience for all students. The college is committed to offering wholesome, delicious meals to promote the well-being of its student community. The institute has its own canteen, which serves healthy and nutritious food to its students at subsidized rates. The menu varies from spicy samosas, wafers to full-meals. The students also have a wide range of chocolates and soft drinks to choose from. The canteen on the campus caters to the late-night pangs of hunger of students.","cafeteria, description, tell, about"
3926,Campus Facilities,Conversation - Cafeteria,Cafeteria,What can you tell me about cafeteria facilities?,"The institute boasts a spacious and well-maintained mess that serves healthy and nutritious meals to students. Ensuring the highest standards of hygiene and food quality, the college takes special care in preparing meals that cater to the dietary needs of its students. The mess offers a variety of vegetarian dishes, including both regular meals and evening snacks. With a focus on cleanliness, quality, and balanced nutrition, the mess provides a comfortable and safe dining experience for all students. The college is committed to offering wholesome, delicious meals to promote the well-being of its student community. The institute has its own canteen, which serves healthy and nutritious food to its students at subsidized rates. The menu varies from spicy samosas, wafers to full-meals. The students also have a wide range of chocolates and soft drinks to choose from. The canteen on the campus caters to the late-night pangs of hunger of students.","cafeteria, description, what, tell, about"
3927,Campus Facilities,Conversation - Cafeteria,Cafeteria,Describe the cafeteria infrastructure at Arya College.,"The institute boasts a spacious and well-maintained mess that serves healthy and nutritious meals to students. Ensuring the highest standards of hygiene and food quality, the college takes special care in preparing meals that cater to the dietary needs of its students. The mess offers a variety of vegetarian dishes, including both regular meals and evening snacks. With a focus on cleanliness, quality, and balanced nutrition, the mess provides a comfortable and safe dining experience for all students. The college is committed to offering wholesome, delicious meals to promote the well-being of its student community. The institute has its own canteen, which serves healthy and nutritious food to its students at subsidized rates. The menu varies from spicy samosas, wafers to full-meals. The students also have a wide range of chocolates and soft drinks to choose from. The canteen on the campus caters to the late-night pangs of hunger of students.","cafeteria, description, describe, infrastructure"
3928,Campus Facilities,Conversation - Cafeteria,Cafeteria,How is the cafeteria at Arya College?,"The institute boasts a spacious and well-maintained mess that serves healthy and nutritious meals to students. Ensuring the highest standards of hygiene and food quality, the college takes special care in preparing meals that cater to the dietary needs of its students. The mess offers a variety of vegetarian dishes, including both regular meals and evening snacks. With a focus on cleanliness, quality, and balanced nutrition, the mess provides a comfortable and safe dining experience for all students. The college is committed to offering wholesome, delicious meals to promote the well-being of its student community. The institute has its own canteen, which serves healthy and nutritious food to its students at subsidized rates. The menu varies from spicy samosas, wafers to full-meals. The students also have a wide range of chocolates and soft drinks to choose from. The canteen on the campus caters to the late-night pangs of hunger of students.","cafeteria, description, arya, college?"
3929,Campus Facilities,Conversation - Cafeteria,Cafeteria,What are the cafeteria facilities like?,"The institute boasts a spacious and well-maintained mess that serves healthy and nutritious meals to students. Ensuring the highest standards of hygiene and food quality, the college takes special care in preparing meals that cater to the dietary needs of its students. The mess offers a variety of vegetarian dishes, including both regular meals and evening snacks. With a focus on cleanliness, quality, and balanced nutrition, the mess provides a comfortable and safe dining experience for all students. The college is committed to offering wholesome, delicious meals to promote the well-being of its student community. The institute has its own canteen, which serves healthy and nutritious food to its students at subsidized rates. The menu varies from spicy samosas, wafers to full-meals. The students also have a wide range of chocolates and soft drinks to choose from. The canteen on the campus caters to the late-night pangs of hunger of students.","cafeteria, description, what, facilities"
3930,Campus Facilities,Conversation - Cafeteria,Cafeteria,What features does the cafeteria have?,"The cafeteria at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","cafeteria, features, what, does"
3931,Campus Facilities,Conversation - Cafeteria,Cafeteria,What facilities are available in the cafeteria?,"The cafeteria at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","cafeteria, features, what, facilities, available"
3932,Campus Facilities,Conversation - Cafeteria,Cafeteria,List the amenities in the cafeteria.,"The cafeteria at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","cafeteria, features, list, amenities, cafeteria."
3933,Campus Facilities,Conversation - Cafeteria,Cafeteria,What can students find in the cafeteria?,"The cafeteria at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","cafeteria, features, what, students, find"
3934,Campus Facilities,Conversation - Cafeteria,Cafeteria,What services are provided in the cafeteria?,"The cafeteria at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","cafeteria, features, what, services, provided"
3935,Campus Facilities,Conversation - Cafeteria,Cafeteria,Is the cafeteria good at Arya College?,"The cafeteria at Arya College is well-equipped and modern. The institute boasts a spacious and well-maintained mess that serves healthy and nutritious meals to students. Ensuring the highest standards of hygiene and food quality, the college takes special care in preparing meals that cater to the dietary needs of its students. The mess offers a variety of v...","cafeteria, general, good, arya"
3936,Campus Facilities,Conversation - Cafeteria,Cafeteria,Should I know about the cafeteria before joining?,"The cafeteria at Arya College is well-equipped and modern. The institute boasts a spacious and well-maintained mess that serves healthy and nutritious meals to students. Ensuring the highest standards of hygiene and food quality, the college takes special care in preparing meals that cater to the dietary needs of its students. The mess offers a variety of v...","cafeteria, general, should, know, about"
3937,Campus Facilities,Conversation - Cafeteria,Cafeteria,What makes the cafeteria special at Arya College?,"The cafeteria at Arya College is well-equipped and modern. The institute boasts a spacious and well-maintained mess that serves healthy and nutritious meals to students. Ensuring the highest standards of hygiene and food quality, the college takes special care in preparing meals that cater to the dietary needs of its students. The mess offers a variety of v...","cafeteria, general, what, makes"
3938,Campus Facilities,Conversation - Cafeteria,Cafeteria,How does the cafeteria support students?,"The cafeteria at Arya College is well-equipped and modern. The institute boasts a spacious and well-maintained mess that serves healthy and nutritious meals to students. Ensuring the highest standards of hygiene and food quality, the college takes special care in preparing meals that cater to the dietary needs of its students. The mess offers a variety of v...","cafeteria, general, does, support"
3939,Campus Facilities,Conversation - Cafeteria,Cafeteria,Why is the cafeteria important at Arya College?,"The cafeteria at Arya College is well-equipped and modern. The institute boasts a spacious and well-maintained mess that serves healthy and nutritious meals to students. Ensuring the highest standards of hygiene and food quality, the college takes special care in preparing meals that cater to the dietary needs of its students. The mess offers a variety of v...","cafeteria, general, important, arya"
3940,Campus Facilities,Conversation - Labs,Labs,Tell me about the labs at Arya College.,"Arya College of Engineering and IT is known as one of the Most Technically Advanced College of North India. Arya College always welcomes the new and modern technologies with open- hand. The college always supports and promote the upcoming modern technologies.The college provides the 25 Acres of Serene WI-FI e-Campus for the students. The college constitutes of a wide state of art laboratories. All the labs at the college campus are well equipped with modern technical equipment. The college consists of 2500 Computers approximately. All the computers are running on LAN and WAN services with a positive state of art facilities. Moreover, there are almost 80 well-equipped labs for all the departments including CNC & UTM.","labs, description, tell, about"
3941,Campus Facilities,Conversation - Labs,Labs,What can you tell me about labs facilities?,"Arya College of Engineering and IT is known as one of the Most Technically Advanced College of North India. Arya College always welcomes the new and modern technologies with open- hand. The college always supports and promote the upcoming modern technologies.The college provides the 25 Acres of Serene WI-FI e-Campus for the students. The college constitutes of a wide state of art laboratories. All the labs at the college campus are well equipped with modern technical equipment. The college consists of 2500 Computers approximately. All the computers are running on LAN and WAN services with a positive state of art facilities. Moreover, there are almost 80 well-equipped labs for all the departments including CNC & UTM.","labs, description, what, tell, about"
3942,Campus Facilities,Conversation - Labs,Labs,Describe the labs infrastructure at Arya College.,"Arya College of Engineering and IT is known as one of the Most Technically Advanced College of North India. Arya College always welcomes the new and modern technologies with open- hand. The college always supports and promote the upcoming modern technologies.The college provides the 25 Acres of Serene WI-FI e-Campus for the students. The college constitutes of a wide state of art laboratories. All the labs at the college campus are well equipped with modern technical equipment. The college consists of 2500 Computers approximately. All the computers are running on LAN and WAN services with a positive state of art facilities. Moreover, there are almost 80 well-equipped labs for all the departments including CNC & UTM.","labs, description, describe, infrastructure"
3943,Campus Facilities,Conversation - Labs,Labs,How is the labs at Arya College?,"Arya College of Engineering and IT is known as one of the Most Technically Advanced College of North India. Arya College always welcomes the new and modern technologies with open- hand. The college always supports and promote the upcoming modern technologies.The college provides the 25 Acres of Serene WI-FI e-Campus for the students. The college constitutes of a wide state of art laboratories. All the labs at the college campus are well equipped with modern technical equipment. The college consists of 2500 Computers approximately. All the computers are running on LAN and WAN services with a positive state of art facilities. Moreover, there are almost 80 well-equipped labs for all the departments including CNC & UTM.","labs, description, arya, college?"
3944,Campus Facilities,Conversation - Labs,Labs,What are the labs facilities like?,"Arya College of Engineering and IT is known as one of the Most Technically Advanced College of North India. Arya College always welcomes the new and modern technologies with open- hand. The college always supports and promote the upcoming modern technologies.The college provides the 25 Acres of Serene WI-FI e-Campus for the students. The college constitutes of a wide state of art laboratories. All the labs at the college campus are well equipped with modern technical equipment. The college consists of 2500 Computers approximately. All the computers are running on LAN and WAN services with a positive state of art facilities. Moreover, there are almost 80 well-equipped labs for all the departments including CNC & UTM.","labs, description, what, facilities"
3945,Campus Facilities,Conversation - Labs,Labs,What features does the labs have?,"The labs at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","labs, features, what, does"
3946,Campus Facilities,Conversation - Labs,Labs,What facilities are available in the labs?,"The labs at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","labs, features, what, facilities, available"
3947,Campus Facilities,Conversation - Labs,Labs,List the amenities in the labs.,"The labs at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","labs, features, list, amenities, labs."
3948,Campus Facilities,Conversation - Labs,Labs,What can students find in the labs?,"The labs at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","labs, features, what, students, find"
3949,Campus Facilities,Conversation - Labs,Labs,What services are provided in the labs?,"The labs at Arya College includes: Transportation, Other Facilities, About Arya, Department, Placements, News & Press.","labs, features, what, services, provided"
3950,Campus Facilities,Conversation - Labs,Labs,Is the labs good at Arya College?,The labs at Arya College is well-equipped and modern. Arya College of Engineering and IT is known as one of the Most Technically Advanced College of North India. Arya College always welcomes the new and modern technologies with open- hand. The college always supports and promote the upcoming modern technologies.The college provides the 25 Acres of Sere...,"labs, general, good, arya"
